muestra,tiempo,ppg,ppg filtrado,spi,spi_promedio,estado,tipo evento,evento
380,15.2,-1209705,2942.695408251857,57,-,-,-,-,-
381,15.24,-1212030,1867.5173106108068,57,-,-,-,-,-
382,15.28,-1213574,18.405967540980328,57,-,-,-,-,-
383,15.32,-1214630,-1594.364650416081,57,-,-,-,-,-
384,15.36,-1214938,-2173.4466914416,57,-,-,-,-,-
385,15.4,-1212846,-1855.5309938014948,57,-,-,-,-,-
386,15.44,-1198457,-1677.5427589509127,57,-,-,-,-,-
387,15.48,-1190121,-1615.5351759446803,57,-,-,-,-,-
388,15.52,-1190823,-1556.0830864526997,57,-,-,-,-,-
389,15.56,-1194162,-1345.850474414674,57,-,-,-,-,-
390,15.6,-1199456,-776.8579837143184,57,-,-,-,-,-
391,15.64,-1201671,-78.98905107174323,57,-,-,-,-,-
392,15.68,-1201421,591.9714675667083,57,-,-,-,-,-
393,15.72,-1201474,1272.6170114770462,57,-,-,-,-,-
394,15.76,-1204903,2115.0618076103983,57,-,-,-,-,-
395,15.8,-1208509,2897.3557438829694,57,-,-,-,-,-
396,15.84,-1209504,3054.573707086497,57,-,-,-,-,-
397,15.88,-1212410,2236.028808623724,57,-,-,-,-,-
398,15.92,-1213423,478.50420266104766,57,-,-,-,-,-
399,15.96,-1213711,-1259.7738577502273,57,-,-,-,-,-
400,16.0,-1212624,-2110.291816126838,57,-,-,-,-,-
401,16.04,-1198358,-2370.147107538778,57,-,-,-,-,-
402,16.08,-1190444,-2026.9265860541054,57,-,-,-,-,-
403,16.12,-1190407,-1619.7399050588137,57,-,-,-,-,-
404,16.16,-1194355,-1342.639142332761,57,-,-,-,-,-
405,16.2,-1198658,-1002.133559565551,57,-,-,-,-,-
406,16.24,-1201899,-423.11038321378965,57,-,-,-,-,-
407,16.28,-1201219,236.46076033600366,57,-,-,-,-,-
408,16.32,-1201747,1004.2439295046906,57,-,-,-,-,-
409,16.36,-1206603,1947.74032348324,57,-,-,-,-,-
410,16.4,-1208441,2711.038357047333,57,-,-,-,-,-
411,16.44,-1210955,2972.818979371017,57,-,-,-,-,-
412,16.48,-1212911,2209.533235788177,57,-,-,-,-,-
413,16.52,-1213140,507.52832096050975,57,-,-,-,-,-
414,16.56,-1214606,-1159.118490054488,57,-,-,-,-,-
415,16.6,-1214291,-2006.274113764781,57,-,-,-,-,-
416,16.64,-1213512,-1893.6421241281814,57,-,-,-,-,-
417,16.68,-1211404,-1449.3608543443834,57,-,-,-,-,-
418,16.72,-1193191,-1719.4252599795018,57,-,-,-,-,-
419,16.76,-1190164,-1740.9797268334532,57,-,-,-,-,-
420,16.8,-1191337,-1530.3278101858587,57,-,-,-,-,-
421,16.84,-1195737,-892.0745466375697,57,-,-,-,-,-
422,16.88,-1201429,5.492078845591095,57,-,-,-,-,-
423,16.92,-1202218,712.3307517133826,57,-,-,-,-,-
424,16.96,-1199818,1169.2471410450025,57,-,-,-,-,-
